Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_9,1,265,6,"F59, F105, F164, F192, F236, F249",0.9712,0.8016,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5}",0.95,DT,,,,5.0,gini,,,,
dataset_9,2,265,10,"F8, F59, F63, F79, F102, F105, F164, F192, F218, F249",0.976,0.8648,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",1.01,DT,,,,2.0,gini,,,,
dataset_9,3,265,10,"F59, F63, F79, F105, F144, F164, F185, F192, F236, F249",0.97,0.7872,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10}",1.12,DT,,,,10.0,gini,,,,
dataset_9,4,265,10,"F32, F59, F63, F68, F105, F134, F157, F164, F192, F236",0.9724,0.8061,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",1.06,DT,,,,2.0,gini,,,,
dataset_9,5,265,6,"F32, F63, F105, F164, F192, F249",0.9556,0.7116,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",0.91,DT,,,,2.0,gini,,,,
dataset_9,6,265,6,"F59, F63, F105, F164, F192, F236",0.9592,0.6876,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",0.92,DT,,,,2.0,gini,,,,
dataset_9,7,265,5,"F68, F105, F164, F192, F249",0.9592,0.7354,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",1.01,DT,,,,2.0,gini,,,,
dataset_9,8,265,8,"F8, F32, F59, F105, F144, F164, F192, F249",0.97,0.8119,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",0.99,DT,,,,2.0,gini,,,,
dataset_9,9,265,8,"F8, F59, F63, F68, F102, F105, F192, F249",0.9628,0.7413,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",1.03,DT,,,,2.0,gini,,,,
dataset_9,10,265,5,"F63, F105, F164, F192, F249",0.9712,0.7431,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2}",0.87,DT,,,,2.0,gini,,,,
