Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_4,1,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8759,0.5294,,,,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5}",3.55,DT,,,,5.0,entropy,,,,
dataset_4,2,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8655,0.4886,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10}",0.98,DT,,,,10.0,gini,,,,
dataset_4,3,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8717,0.539,,,,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",1.08,DT,,,10.0,2.0,gini,,,,
dataset_4,4,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8591,0.4798,,,,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 2}",1.3,DT,,,,2.0,entropy,,,,
dataset_4,5,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.858,0.4768,,,,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",1.6,DT,,,10.0,5.0,entropy,,,,
dataset_4,6,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8518,0.4602,,,,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10}",1.17,DT,,,10.0,10.0,gini,,,,
dataset_4,7,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8549,0.4639,,,,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",2.71,DT,,,10.0,5.0,entropy,,,,
dataset_4,8,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8497,0.4163,,,,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 2}",1.01,DT,,,3.0,2.0,gini,,,,
dataset_4,9,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8664,0.504,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10}",1.09,DT,,,,10.0,gini,,,,
dataset_4,10,19,9,"F1, F2, F5, F10, F11, F12, F13, F15, F16",0.8559,0.4989,,,,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 10}",0.99,DT,,,,10.0,gini,,,,
