Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_2,1,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9479,0.4609,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",37.8,SVM,,,,,,,,,
dataset_2,2,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.927,0.4362,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",35.37,SVM,,,,,,,,,
dataset_2,3,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9353,0.4452,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",35.76,SVM,,,,,,,,,
dataset_2,4,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9405,0.4515,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",35.67,SVM,,,,,,,,,
dataset_2,5,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9322,0.4692,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",36.66,SVM,,,,,,,,,
dataset_2,6,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9468,0.4558,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",47.36,SVM,,,,,,,,,
dataset_2,7,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9342,0.4891,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",55.79,SVM,,,,,,,,,
dataset_2,8,19,7,"F1, F2, F10, F11, F12, F13, F15",0.9415,0.4953,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",40.04,SVM,,,,,,,,,
dataset_2,9,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9468,0.5386,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",40.87,SVM,,,,,,,,,
dataset_2,10,19,7,"F1, F2, F10, F11, F12, F13, F15",0.9363,0.4755,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",47.05,SVM,,,,,,,,,
