Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_1,1,19,3,"F1, F2, F5",0.9896,0.7359,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",46.79,SVM,,,,,,,,,
dataset_1,2,19,4,"F1, F2, F5, F13",0.976,0.7231,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",32.18,SVM,,,,,,,,,
dataset_1,3,19,2,"F1, F2",0.9885,0.7349,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",51.7,SVM,,,,,,,,,
dataset_1,4,19,3,"F1, F2, F5",0.9843,0.9794,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",40.42,SVM,,,,,,,,,
dataset_1,5,19,4,"F1, F2, F5, F13",0.977,0.9706,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",29.88,SVM,,,,,,,,,
dataset_1,6,19,3,"F1, F2, F5",0.9823,0.9765,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",39.36,SVM,,,,,,,,,
dataset_1,7,19,2,"F1, F2",0.9843,0.9792,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",46.01,SVM,,,,,,,,,
dataset_1,8,19,4,"F1, F2, F5, F13",0.9812,0.7275,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",36.53,SVM,,,,,,,,,
dataset_1,9,19,2,"F1, F2",0.9729,0.7187,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",44.81,SVM,,,,,,,,,
dataset_1,10,19,2,"F1, F2",0.9823,0.7282,rbf,10.0,scale,"{'kernel': 'rbf', 'C': 10, 'gamma': 'scale'}",33.59,SVM,,,,,,,,,
