Dataset,Accuracy Mean,Accuracy Std,F1 Mean,F1 Std,Accuracy Mean ± Std,F1 Mean ± Std,Total_Time_Seconds
dataset_9,0.9668,0.0059,0.8592,0.0379,0.9668 ± 0.0059,0.8592 ± 0.0379,25032.2
