Dataset,Accuracy Mean,Accuracy Std,F1 Mean,F1 Std,Accuracy Mean ± Std,F1 Mean ± Std,Total_Time_Seconds
dataset_2,0.9565899151212228,0.008352806601743293,0.616481830875789,0.031495394749465305,0.9566 ± 0.0084,0.6165 ± 0.0315,51.74
