Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_3,1,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8665,0.5217,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",1.31,KNN,3.0,manhattan,,,,,,,
dataset_3,2,19,7,"F1, F5, F10, F11, F12, F13, F15",0.8843,0.5501,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.99,KNN,3.0,manhattan,,,,,,,
dataset_3,3,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8863,0.5942,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.89,KNN,3.0,manhattan,,,,,,,
dataset_3,4,19,7,"F1, F5, F10, F11, F12, F13, F15",0.881,0.5609,,,,"{'metric': 'euclidean', 'n_neighbors': 5}",1.1,KNN,5.0,euclidean,,,,,,,
dataset_3,5,19,6,"F1, F10, F11, F12, F13, F15",0.8716,0.5414,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.73,KNN,3.0,euclidean,,,,,,,
dataset_3,6,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8956,0.6058,,,,"{'metric': 'manhattan', 'n_neighbors': 7}",0.91,KNN,7.0,manhattan,,,,,,,
dataset_3,7,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8946,0.5847,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.9,KNN,3.0,manhattan,,,,,,,
dataset_3,8,19,7,"F1, F5, F10, F11, F12, F13, F15",0.8935,0.5802,,,,"{'metric': 'manhattan', 'n_neighbors': 5}",0.82,KNN,5.0,manhattan,,,,,,,
dataset_3,9,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8727,0.5658,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.82,KNN,3.0,manhattan,,,,,,,
dataset_3,10,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.8862,0.6013,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",1.19,KNN,3.0,euclidean,,,,,,,
