Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_9,1,265,6,"F59, F105, F164, F192, F236, F249",0.94,0.6786,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",15.74,KNN,3.0,euclidean,,,,,,,
dataset_9,2,265,10,"F8, F59, F63, F79, F102, F105, F164, F192, F218, F249",0.9568,0.7501,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.49,KNN,3.0,manhattan,,,,,,,
dataset_9,3,265,10,"F59, F63, F79, F105, F144, F164, F185, F192, F236, F249",0.952,0.7743,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.39,KNN,3.0,manhattan,,,,,,,
dataset_9,4,265,10,"F32, F59, F63, F68, F105, F134, F157, F164, F192, F236",0.9508,0.7266,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.32,KNN,3.0,manhattan,,,,,,,
dataset_9,5,265,6,"F32, F63, F105, F164, F192, F249",0.9364,0.6062,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.19,KNN,3.0,manhattan,,,,,,,
dataset_9,6,265,6,"F59, F63, F105, F164, F192, F236",0.9328,0.5742,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.2,KNN,3.0,manhattan,,,,,,,
dataset_9,7,265,5,"F68, F105, F164, F192, F249",0.9556,0.7055,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.33,KNN,3.0,manhattan,,,,,,,
dataset_9,8,265,8,"F8, F32, F59, F105, F144, F164, F192, F249",0.9604,0.8076,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.88,KNN,3.0,manhattan,,,,,,,
dataset_9,9,265,8,"F8, F59, F63, F68, F102, F105, F192, F249",0.94,0.5973,,,,"{'metric': 'euclidean', 'n_neighbors': 7}",15.25,KNN,7.0,euclidean,,,,,,,
dataset_9,10,265,5,"F63, F105, F164, F192, F249",0.9496,0.6932,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",15.02,KNN,3.0,manhattan,,,,,,,
