Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_2,1,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9489,0.5292,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.89,KNN,3.0,euclidean,,,,,,,
dataset_2,2,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9426,0.5075,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.88,KNN,3.0,manhattan,,,,,,,
dataset_2,3,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.951,0.5507,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.82,KNN,3.0,euclidean,,,,,,,
dataset_2,4,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.952,0.6339,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.95,KNN,3.0,manhattan,,,,,,,
dataset_2,5,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.953,0.6049,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.93,KNN,3.0,euclidean,,,,,,,
dataset_2,6,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9656,0.6258,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",1.29,KNN,3.0,manhattan,,,,,,,
dataset_2,7,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9551,0.56,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",1.22,KNN,3.0,manhattan,,,,,,,
dataset_2,8,19,7,"F1, F2, F10, F11, F12, F13, F15",0.953,0.5596,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.98,KNN,3.0,manhattan,,,,,,,
dataset_2,9,19,8,"F1, F2, F5, F10, F11, F12, F13, F15",0.9541,0.5272,,,,"{'metric': 'manhattan', 'n_neighbors': 7}",0.94,KNN,7.0,manhattan,,,,,,,
dataset_2,10,19,7,"F1, F2, F10, F11, F12, F13, F15",0.9593,0.5534,,,,"{'metric': 'manhattan', 'n_neighbors': 3}",0.77,KNN,3.0,manhattan,,,,,,,
