Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_1,1,19,3,"F1, F2, F5",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",25.64,KNN,3.0,euclidean,,,,,,,
dataset_1,2,19,4,"F1, F2, F5, F13",0.999,0.7451,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.44,KNN,3.0,euclidean,,,,,,,
dataset_1,3,19,2,"F1, F2",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",1.29,KNN,3.0,euclidean,,,,,,,
dataset_1,4,19,3,"F1, F2, F5",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.78,KNN,3.0,euclidean,,,,,,,
dataset_1,5,19,4,"F1, F2, F5, F13",0.999,0.9927,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.52,KNN,3.0,euclidean,,,,,,,
dataset_1,6,19,3,"F1, F2, F5",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.59,KNN,3.0,euclidean,,,,,,,
dataset_1,7,19,2,"F1, F2",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.65,KNN,3.0,euclidean,,,,,,,
dataset_1,8,19,4,"F1, F2, F5, F13",0.9969,0.7344,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.77,KNN,3.0,euclidean,,,,,,,
dataset_1,9,19,2,"F1, F2",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.46,KNN,3.0,euclidean,,,,,,,
dataset_1,10,19,2,"F1, F2",1.0,1.0,,,,"{'metric': 'euclidean', 'n_neighbors': 3}",0.5,KNN,3.0,euclidean,,,,,,,
