Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_1,1,19,3,"F1, F2, F5",0.999,0.7451,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",41.52,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_1,2,19,4,"F1, F2, F5, F13",0.9958,0.7421,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.001}",50.3,MLP,,,,,,,"(64, 64)",0.001,0.001
dataset_1,3,19,2,"F1, F2",0.9969,0.7431,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",33.5,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_1,4,19,3,"F1, F2, F5",1.0,1.0,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",30.83,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_1,5,19,4,"F1, F2, F5, F13",0.9958,0.9887,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.01}",36.88,MLP,,,,,,,"(64, 64)",0.01,0.001
dataset_1,6,19,3,"F1, F2, F5",0.9969,0.9959,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",39.99,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_1,7,19,2,"F1, F2",0.976,0.9667,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.001}",45.04,MLP,,,,,,,"(64, 64)",0.001,0.0001
dataset_1,8,19,4,"F1, F2, F5, F13",0.9948,0.7364,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.01}",54.68,MLP,,,,,,,"(64, 64)",0.01,0.0001
dataset_1,9,19,2,"F1, F2",0.9916,0.7376,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",27.43,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_1,10,19,2,"F1, F2",0.9958,0.7418,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",22.66,MLP,,,,,,,"(64,)",0.01,0.0001
