Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_6,1,19,4,"F1, F2, F5, F13",0.9698,0.6944,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",23.56,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_6,2,19,3,"F1, F2, F5",0.9906,0.7338,,,,"{'alpha': 0.001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.01}",24.28,MLP,,,,,,,"(64, 64)",0.01,0.001
dataset_6,3,19,3,"F1, F2, F5",0.9896,0.7413,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",18.0,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_6,4,19,3,"F1, F2, F5",0.9916,0.7432,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",18.47,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_6,5,19,2,"F1, F2",0.9916,0.7432,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",17.48,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_6,6,19,2,"F1, F2",0.9823,0.7341,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64, 64), 'learning_rate_init': 0.01}",32.8,MLP,,,,,,,"(64, 64)",0.01,0.0001
dataset_6,7,19,2,"F1, F2",0.9843,0.727,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",21.23,MLP,,,,,,,"(64,)",0.01,0.0001
dataset_6,8,19,3,"F1, F2, F5",0.9823,0.7258,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",18.27,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_6,9,19,4,"F1, F2, F5, F13",0.9896,0.7328,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.01}",21.08,MLP,,,,,,,"(128,)",0.01,0.0001
dataset_6,10,19,2,"F1, F2",0.9802,0.7319,,,,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.01}",16.66,MLP,,,,,,,"(64,)",0.01,0.0001
