Dataset,Fold,N_Features_Before,N_Features_After,Selected_Features,Accuracy,F1,Best_Kernel,Best_C,Best_Gamma,Parameters,Fold_Time_Seconds,Classifier,Best_K,Best_Metric,Best_Max_Depth,Best_Min_Split,Best_Criterion,Best_N_Estimators,Best_Hidden_Layers,Best_Learning_Rate,Best_Alpha
dataset_9,1,265,6,"F59, F105, F164, F192, F236, F249",0.9808,0.8835,,,,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",11.8,RF,,,,5.0,,100.0,,,
dataset_9,2,265,10,"F8, F59, F63, F79, F102, F105, F164, F192, F218, F249",0.97,0.7384,,,,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",12.01,RF,,,10.0,5.0,,100.0,,,
dataset_9,3,265,10,"F59, F63, F79, F105, F144, F164, F185, F192, F236, F249",0.9832,0.8707,,,,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",12.51,RF,,,,5.0,,200.0,,,
dataset_9,4,265,10,"F32, F59, F63, F68, F105, F134, F157, F164, F192, F236",0.9832,0.8346,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",12.9,RF,,,,2.0,,200.0,,,
dataset_9,5,265,6,"F32, F63, F105, F164, F192, F249",0.964,0.71,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",12.45,RF,,,,2.0,,200.0,,,
dataset_9,6,265,6,"F59, F63, F105, F164, F192, F236",0.9724,0.7977,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",11.55,RF,,,,2.0,,100.0,,,
dataset_9,7,265,5,"F68, F105, F164, F192, F249",0.9748,0.8372,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",13.63,RF,,,,2.0,,200.0,,,
dataset_9,8,265,8,"F8, F32, F59, F105, F144, F164, F192, F249",0.9832,0.8674,,,,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",11.3,RF,,,,5.0,,100.0,,,
dataset_9,9,265,8,"F8, F59, F63, F68, F102, F105, F192, F249",0.9736,0.8284,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",12.22,RF,,,,2.0,,200.0,,,
dataset_9,10,265,5,"F63, F105, F164, F192, F249",0.9772,0.7761,,,,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",12.69,RF,,,,2.0,,200.0,,,
